run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,ctmean,ctsigma,fan_mean,fan_stdev,fan_current_correction,IHWP
25138,10.6716,LD2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,57.682,34.745,59.196,35.658,59.902,36.083,60.631,36.522,59.996,36.139,30416.0,92404.0,1197.0,7025.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,19515.0,3729.67,15785.3,269.488,51.1956,0.335283,34.0576,1.57519,1.025417,OUT
25139,10.6716,LD2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,63.455,41.507,65.141,42.61,66.023,43.187,66.865,43.738,66.125,43.253,24060.0,45973.0,4090.0,7484.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,21981.0,4796.83,17184.2,266.909,51.1941,0.337633,33.8139,1.68114,1.030313,OUT
25140,10.6716,LD2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,67.186,42.687,68.992,43.835,69.81,44.354,70.706,44.924,69.877,44.397,50553.0,61171.0,6508.0,4371.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,23461.0,5132.67,18328.3,269.266,51.2159,0.339798,32.5733,1.48653,1.032493,OUT
25141,10.6716,LD2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,40.007,23.504,41.154,24.177,41.189,24.198,41.613,24.447,41.195,24.201,53290.0,9477.0,868.0,613.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,13175.0,1665.33,11509.7,284.283,51.2394,0.346872,32.5677,1.38599,1.017713,OUT
25142,10.6716,LD2,-3.642,16.75,-4.868,10.305,HMSDIS,0.25,3.3,0.67,2.0,21918.968,23.204,22549.66,23.872,22602.785,23.92,22839.202,24.17,22648.105,23.97,0.9984,0.9959,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99951,98.41,-999,-999,-999,-999,-999,-999,33.1165,1.63439,1.017415,OUT
25143,10.6716,LD2,-3.642,16.75,-4.868,10.305,SHMSDIS,0.25,3.3,0.67,2.0,15949.914,23.477,16402.545,24.143,16470.489,24.243,16643.403,24.498,16512.292,24.305,-999,-999,0.9913,0.9607,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,0.9988,98.4047,-999,-999,-999,-999,-999,-999,35.532,1.75826,1.017258,OUT
25144,10.6716,LD2,-3.642,16.75,-4.868,10.305,SHMSDIS,0.25,3.3,0.67,2.0,-999,24.658,-999,25.396,-999,25.522,-999,25.805,-999,25.577,-999,-999,0.9911,0.9606,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,0.99879,98.3809,-999,-999,-999,-999,-999,-999,37.4103,1.66397,1.017725,OUT
25145,10.6716,LD2,-3.642,16.75,-4.868,10.305,HMSDIS,0.25,3.3,0.67,2.0,7475.059,19.76,7701.181,20.357,7749.423,20.48,7820.782,20.67,7764.143,20.52,0.9985,0.9958,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.9998,98.5014,-999,-999,-999,-999,-999,-999,37.0287,1.7787,1.014603,OUT
25146,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,71.375,39.548,73.537,40.746,74.316,41.177,75.289,41.716,74.467,41.261,23699.0,5176.0,150.0,656.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,10163.0,1195.0,8968.0,122.589,51.2115,0.327634,33.6976,1.87247,1.029147,OUT
25147,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,19.477,36.326,20.053,37.401,20.292,37.847,20.548,38.324,20.333,37.923,2382.0,4550.0,270.0,718.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2692.0,316.0,2376.0,119.066,51.1989,0.331903,32.0253,1.79028,1.028008,OUT
25148,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,60.895,38.911,62.796,40.126,63.446,40.542,64.253,41.057,63.487,40.568,3596.0,6242.0,939.0,686.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8764.0,999.5,7764.5,124.579,51.2284,0.327808,31.2866,1.57719,1.030826,OUT
25149,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,56.992,41.747,58.85,43.108,59.091,43.285,59.869,43.854,59.119,43.305,9341.0,4067.0,569.0,989.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8080.0,945.5,7134.5,122.818,51.2512,0.326994,31.0758,1.57128,1.033592,OUT
25150,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,78.09,43.199,80.73,44.659,81.325,44.989,82.431,45.6,81.531,45.102,42126.0,4353.0,7561.0,5985.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,11204.0,1200.17,10003.8,127.27,51.2233,0.326481,34.8826,1.62817,1.030539,OUT
25151,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,43.802,24.163,45.241,24.956,45.601,25.155,46.096,25.428,45.694,25.206,6605.0,1752.0,291.0,596.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,6042.0,393.667,5648.33,125.485,51.2098,0.321376,34.9272,1.57824,1.0179,OUT
25152,10.6716,LH2,-3.642,16.75,-4.868,10.305,HMSDIS,0.25,3.3,0.67,2.0,19618.928,23.656,20279.619,24.453,20476.265,24.69,20691.124,24.94,20529.693,24.75,0.9984,0.9949,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99802,99.2714,-999,-999,-999,-999,-999,-999,34.7197,1.52386,1.017593,OUT
25153,10.6716,LH2,-3.642,16.75,-4.868,10.305,SHMSDIS,0.25,3.3,0.67,2.0,21388.415,24.416,22110.829,25.241,22264.568,25.417,22497.616,25.683,22283.336,25.438,-999,-999,0.9922,0.9557,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,0.99947,99.2631,-999,-999,-999,-999,-999,-999,34.6548,1.4858,1.018141,OUT
25154,10.6716,Dummy,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,61.766,35.308,63.902,36.529,64.04,36.608,64.862,37.077,64.086,36.634,4254.0,672.0,244.0,609.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,5659.0,507.0,5152.0,81.5141,51.2463,0.32231,33.0639,1.62484,1.026639,OUT
25155,10.6716,Dummy,-3.642,16.75,-4.868,10.305,HMSDIS,0.25,3.3,0.67,2.0,34335.192,37.257,35517.651,38.54,35671.728,38.7,36148.156,39.22,35750.896,38.79,0.9984,0.9956,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99814,99.0888,-999,-999,-999,-999,-999,-999,31.8362,2.00085,1.029055,OUT
25156,10.6716,Dummy,-3.642,16.75,-4.868,10.305,SHMSDIS,0.25,3.3,0.67,2.0,34248.465,37.288,35431.794,38.576,35681.057,38.847,36154.914,39.363,35766.589,38.94,-999,-999,0.9915,0.957,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,0.99962,99.0866,-999,-999,-999,-999,-999,-999,31.7762,1.88817,1.029132,OUT
25157,10.6716,C,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,27.454,41.169,28.422,42.62,28.744,43.103,29.128,43.679,28.794,43.177,9157.0,9506.0,697.0,295.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,5137.0,727.5,4409.5,155.876,51.1931,0.329201,29.8504,1.60525,1.034552,OUT
25158,10.6716,C,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,48.376,40.071,50.094,41.494,50.63,41.938,51.294,42.487,50.737,42.026,16685.0,6714.0,123.0,126.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8807.0,1219.5,7587.5,152.403,51.1944,0.32794,30.5592,2.05397,1.032727,OUT
25162,10.6716,C,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,82.138,44.092,85.11,45.687,85.638,45.971,86.811,46.6,85.861,46.09,7997.0,18758.0,9466.0,2335.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,15161.0,2209.17,12951.8,153.66,51.208,0.324367,-999,-999,-999,OUT
25163,10.6716,Cu,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,82.398,42.309,85.413,43.857,86.234,44.278,87.374,44.863,86.372,44.349,25930.0,3048.0,913.0,277.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8386.0,1339.17,7046.83,82.9427,51.2101,0.322603,30.6119,1.93017,1.034805,OUT
25164,10.6716,Cu,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,83.539,40.849,86.63,42.36,86.912,42.498,88.057,43.058,86.964,42.523,27044.0,3335.0,631.0,354.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8273.0,1341.33,6931.67,80.9534,51.2484,0.323229,30.3484,1.69718,1.033742,OUT
25165,10.6716,Cu,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,90.129,40.779,93.504,42.307,94.176,42.611,95.439,43.182,94.402,42.713,43240.0,5573.0,513.0,925.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,9155.0,1489.33,7665.67,82.6078,51.202,0.327802,30.5847,1.78753,1.033432,OUT
25166,10.6716,Cu,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,80.39,41.55,83.403,43.107,84.233,43.536,85.358,44.117,84.41,43.628,23730.0,1338.0,502.0,671.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8082.0,1287.17,6794.83,81.8788,51.1999,0.31933,31.3879,1.96138,1.033238,OUT
25167,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,72.061,42.097,74.796,43.694,74.975,43.799,75.994,44.394,75.115,43.881,21890.0,4166.0,134.0,863.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,10383.0,1160.33,9222.67,124.836,51.245,0.318656,33.9422,2.21557,1.030913,OUT
25168,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,82.563,42.38,85.631,43.955,86.24,44.267,87.426,44.876,86.48,44.391,39431.0,2858.0,385.0,114.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,11857.0,1342.0,10515.0,123.819,51.2196,0.321618,35.8066,1.80146,1.029197,OUT
25169,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,70.242,41.003,72.752,42.468,73.459,42.881,74.459,43.465,73.68,43.009,17529.0,2618.0,609.0,234.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,10019.0,1143.0,8876.0,122.837,51.2063,0.321322,33.9977,1.98786,1.030039,OUT
25170,10.6716,LH2,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,43.75,24.284,45.072,25.017,45.486,25.247,45.983,25.523,45.631,25.328,6404.0,1726.0,450.0,395.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,6071.0,401.0,5670.0,126.273,51.215,0.322914,34.5396,1.98318,1.018008,OUT
25171,10.6716,Dummy,-3.642,16.75,-4.868,10.305,PI-SIDIS,0.25,3.3,0.67,2.0,56.694,35.735,58.466,36.852,59.11,37.258,59.877,37.741,59.263,37.355,9954.0,8304.0,127.0,118.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,5303.0,468.5,4834.5,83.0393,51.2016,0.325033,35.9364,2.17287,1.025057,OUT
25178,10.6716,LD2,-3.642,16.75,-3.632,10.305,HMSDIS,0.25,3.3,0.5,2.0,16242.349,19.13,16728.126,19.702,16901.642,19.9,17050.766,20.08,16953.527,19.96,0.9984,0.9957,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99809,97.8799,-999,-999,-999,-999,-999,-999,33.2628,1.58203,1.014375,OUT
25181,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,81.108,45.751,83.611,47.163,83.96,47.359,85.08,47.991,83.958,47.358,89616.0,17991.0,990.0,1700.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,17396.0,5442.67,11953.3,145.246,51.2577,0.331128,33.0384,1.50206,1.0344,OUT
25182,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,68.276,43.465,70.387,44.808,70.756,45.043,71.714,45.653,70.884,45.125,39977.0,8509.0,778.0,1096.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,14424.0,4519.33,9904.67,142.733,51.2368,0.33223,33.0566,1.73406,1.032665,OUT
25183,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,60.604,45.666,62.432,47.043,62.938,47.424,63.803,48.077,63.055,47.513,21564.0,38817.0,4736.0,4637.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,12999.0,3590.0,9409.0,157.15,51.216,0.331051,33.594,1.72913,1.033584,OUT
25184,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,42.873,24.331,44.155,25.059,44.458,25.231,44.938,25.503,44.565,25.292,9727.0,75882.0,659.0,9125.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,8158.0,1362.33,6795.67,157.395,51.2224,0.320606,34.0452,2.57527,1.018122,OUT
25185,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,41.248,23.946,42.465,24.653,42.825,24.862,43.282,25.128,42.915,24.914,4233.0,3942.0,800.0,665.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,7877.0,1493.5,6383.5,150.951,51.2136,0.323987,36.2144,1.63061,1.01748,OUT
25186,10.6716,LH2,-3.642,16.75,-3.632,10.305,HMSDIS,0.25,3.3,0.5,2.0,18917.81,24.357,19483.888,25.086,19665.842,25.32,19876.102,25.59,19712.79,25.38,0.9985,0.995,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99843,98.4179,-999,-999,-999,-999,-999,-999,32.6172,3.17623,1.01838,OUT
25187,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,41.678,24.336,42.956,25.082,43.28,25.271,43.733,25.536,43.314,25.291,5442.0,4539.0,258.0,362.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,7782.0,1489.67,6292.33,147.412,51.2279,0.322772,32.0051,2.64099,1.018477,OUT
25188,10.6716,LH2,-3.642,16.75,-3.632,10.305,SHMSDIS,0.25,3.3,0.5,2.0,19858.512,24.21,20463.38,24.947,20492.197,24.982,20705.358,25.242,20477.447,24.964,-999,-999,0.9915,0.9809,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,0.99911,98.4088,-999,-999,-999,-999,-999,-999,34.8829,1.8959,1.017902,OUT
25189,10.6716,Dummy,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,67.504,38.386,69.589,39.572,69.735,39.655,70.667,40.185,69.868,39.73,13974.0,9515.0,212.0,658.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8817.0,2009.0,6808.0,98.7091,51.245,0.326791,35.0233,1.71536,1.027306,OUT
25190,10.6716,Dummy,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,65.734,38.606,67.754,39.793,68.161,40.031,69.081,40.572,68.331,40.131,10755.0,8113.0,145.0,919.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8568.0,2002.0,6566.0,97.3653,51.2325,0.320176,34.9422,1.55517,1.027505,OUT
25191,10.6716,Dummy,-3.642,16.75,-3.632,10.305,SHMSDIS,0.25,3.3,0.5,2.0,24573.208,38.235,25339.528,39.427,25549.646,39.754,25892.631,40.288,25628.59,39.877,-999,-999,0.9909,0.9785,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,1.0,98.1309,-999,-999,-999,-999,-999,-999,33.3151,1.74709,1.028543,OUT
25192,10.6716,C,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,74.037,46.792,76.469,48.328,77.541,49.006,78.587,49.667,77.671,49.088,21561.0,30272.0,8875.0,1260.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,21533.0,7939.67,13593.3,179.551,51.2054,0.340232,31.995,1.64045,1.036778,OUT
25193,10.6716,C,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,64.543,43.148,66.647,44.554,67.197,44.922,68.067,45.504,67.193,44.92,57694.0,94940.0,9092.0,7136.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,18558.0,6682.5,11875.5,180.995,51.2471,0.338377,35.6323,2.27813,1.029703,OUT
25194,10.6716,C,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,72.814,45.597,75.262,47.13,75.758,47.441,76.788,48.086,75.869,47.51,12396.0,23922.0,5869.0,4157.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,20824.0,7750.33,13073.7,176.691,51.2369,0.339238,35.6455,1.98039,1.031113,OUT
25195,10.6716,Cu,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,78.656,47.275,81.329,48.882,82.223,49.419,83.346,50.095,82.421,49.539,73550.0,75744.0,407.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,12955.0,5117.33,7837.67,97.1293,51.207,0.339372,33.2842,2.15289,1.035291,OUT
25196,10.6716,Cu,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,66.203,43.275,68.462,44.752,69.381,45.353,70.303,45.956,69.511,45.438,23973.0,43716.0,917.0,3940.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,10798.0,4159.83,6638.17,97.4689,51.2098,0.343297,33.5597,1.94268,1.032047,OUT
25197,10.6716,Cu,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,71.167,44.492,73.744,46.103,74.671,46.683,75.661,47.301,74.749,46.731,44328.0,57102.0,4.0,4032.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,11970.0,4540.17,7429.83,101.414,51.2162,0.333764,34.9674,2.21863,1.031312,OUT
25198,10.6716,Cu,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,76.246,47.703,78.927,49.38,79.353,49.646,80.429,50.32,79.372,49.658,67822.0,71951.0,335.0,5604.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,12537.0,5038.0,7499.0,96.3316,51.2595,0.33881,34.6618,1.96685,1.033659,OUT
25200,10.6716,LD2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,47.568,27.757,49.19,28.704,49.541,28.909,50.129,29.252,49.654,28.975,32685.0,43051.0,7337.0,7807.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,23472.0,8538.33,14933.7,309.057,51.2074,0.338399,34.7802,1.89234,1.020447,OUT
25201,10.6716,LD2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,53.834,29.198,55.721,30.221,56.248,30.507,56.93,30.877,56.381,30.579,98971.0,79684.0,7099.0,7466.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,26970.0,9838.67,17131.3,312.253,51.2002,0.334818,33.2394,2.27537,1.021986,OUT
25202,10.6716,LD2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,25.79,14.521,26.708,15.038,26.839,15.112,27.014,15.211,26.855,15.121,31408.0,2102.0,515.0,5812.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,10980.0,2454.17,8525.83,323.61,51.2447,0.324005,30.7033,2.17218,1.010843,OUT
25203,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,104.73,41.985,108.53,43.508,108.97,43.685,110.45,44.279,109.18,43.77,43901.0,40430.0,7.0,6947.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,21798.0,6372.0,15426.0,143.981,51.2382,0.33027,28.2792,2.1028,1.037401,OUT
25204,10.6716,LH2,-3.642,16.75,-3.632,10.305,PI-SIDIS,0.25,3.3,0.5,2.0,42.962,21.509,44.496,22.278,44.833,22.446,45.276,22.668,44.946,22.503,700.0,2827.0,65.0,764.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,8064.0,1414.0,6650.0,150.199,51.2187,0.323797,32.0797,1.46026,1.016343,OUT
25205,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,55.735,30.078,57.751,31.166,58.14,31.376,58.84,31.754,58.161,31.387,68533.0,8846.0,834.0,6143.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,16204.0,7007.17,9196.83,162.404,51.2233,0.337509,27.1018,2.1689,1.025173,OUT
25206,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,54.731,29.77,56.718,30.851,56.739,30.862,57.429,31.238,56.773,30.881,65271.0,7297.0,357.0,3103.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,15850.0,6905.17,8944.83,161.844,51.2514,0.333977,29.3934,2.70957,1.023924,OUT
25207,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,58.907,30.812,61.049,31.933,61.321,32.075,62.097,32.481,61.467,32.151,88112.0,16691.0,425.0,5109.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,17202.0,7491.33,9710.67,162.565,51.2181,0.337781,30.9665,1.61988,1.024198,OUT
25208,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,45.703,30.95,47.363,32.074,47.736,32.327,48.338,32.735,47.861,32.411,28343.0,48047.0,693.0,9259.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,13346.0,5158.17,8187.83,183.327,51.1995,0.331786,31.029,1.81871,1.024287,OUT
25209,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,0.91,21.12,0.942,21.878,0.951,22.076,0.96,22.294,0.954,22.147,-999,-999,-999,-999,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,0.0,0.0,0.0,nan,0.0,0.0,-999,-999,-999,OUT
25210,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,27.901,15.163,28.921,15.718,29.19,15.864,29.388,15.971,29.266,15.905,5257.0,9737.0,16.0,288.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,6619.0,1903.67,4715.33,164.597,51.214,0.330336,32.6804,1.98646,1.011461,OUT
25211,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,27.785,15.341,28.779,15.89,28.872,15.941,29.066,16.048,28.918,15.966,5514.0,9483.0,88.0,797.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,6730.0,1870.0,4860.0,171.586,51.2582,0.329042,34.3097,2.23605,1.011631,OUT
25212,10.6716,LH2,-3.642,16.75,-2.615,10.305,HMSDIS,0.25,3.3,0.36,2.0,13170.084,15.668,13651.201,16.24,13674.83,16.26,13774.841,16.38,13712.454,16.31,0.9984,0.9949,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99846,97.8194,-999,-999,-999,-999,-999,-999,34.7049,1.93756,1.011884,OUT
25213,10.6716,LH2,-3.642,16.75,-2.615,10.305,SHMSDIS,0.25,3.3,0.36,2.0,12001.983,15.184,12439.492,15.738,12491.618,15.804,12578.202,15.914,12534.909,15.859,-999,-999,0.9909,0.9832,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,0.99903,97.8393,-999,-999,-999,-999,-999,-999,35.2386,1.88028,1.011534,OUT
25214,10.6716,Dummy,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,63.044,37.652,65.338,39.022,65.873,39.342,66.746,39.863,66.037,39.439,21806.0,16557.0,61.0,4245.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,12173.0,5463.67,6709.33,104.254,51.2042,0.336119,35.2306,2.09445,1.026816,OUT
25215,10.6716,Dummy,-3.642,16.75,-2.615,10.305,HMSDIS,0.25,3.3,0.36,2.0,31917.177,38.141,33084.166,39.535,33405.254,39.91,33848.352,40.44,33481.822,40.01,0.9984,0.9956,-999,-999,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,0.99775,95.7363,-999,-999,-999,-999,-999,-999,35.5674,1.82278,1.026877,OUT
25216,10.6716,Dummy,-3.642,16.75,-2.615,10.305,SHMSDIS,0.25,3.3,0.36,2.0,32022.83,37.101,33169.952,38.43,33522.191,38.839,33961.489,39.348,33616.31,38.948,-999,-999,0.9889,0.9756,-1.0,65.0,-1.0,-1.0,-1.0,-1.0,0.99985,95.7617,-999,-999,-999,-999,-999,-999,35.7958,1.77151,1.026068,OUT
25217,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,54.665,30.746,56.66,31.868,57.156,32.147,57.855,32.54,57.245,32.197,69756.0,9216.0,142.0,7228.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,15873.0,7020.33,8852.67,159.111,51.2111,0.330901,35.9442,1.8339,1.022073,OUT
25218,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,60.835,29.785,62.91,30.8,63.042,30.865,63.809,31.241,63.083,30.885,96544.0,20163.0,849.0,2329.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,17390.0,7705.33,9684.67,157.683,51.2576,0.330742,35.972,1.98523,1.021408,OUT
25219,10.6716,LH2,-3.642,16.75,-2.615,10.305,PI-SIDIS,0.25,3.3,0.36,2.0,62.495,30.862,64.54,31.872,64.788,31.994,65.613,32.402,64.957,32.078,6323.0,24551.0,635.0,2531.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,18314.0,7912.33,10401.7,164.791,51.2248,0.333265,34.902,1.78957,1.022493,OUT
