run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,IHWP,coinblock_ratio,BCM2_Q_hp,BCM2_Q_hm,h_EL_CLEAN,p_EL_CLEAN
27373,6.449,LH2,-1.165,44.83,-3.837,10.24,HMSDIS,0.44,4.4,0.67,2.0,58550.689,68.473,58451.599,68.357,51597.286,60.341,128278.978,150.018,77959.018,91.171,0.9998,0.9993,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-999,96.1441,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,202026.0,395030104.0
27375,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,70.538,39.778,70.174,39.573,61.906,34.911,266.211,150.124,96.214,54.258,1.0,0.9985,0.9776,0.961,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,46.0,1.0,45.0,0.669475,0.100986,51.3122,0.432714,1.0,-999,-999,34497.38568,34468.77532,90801.0,198955559.0
27376,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,51.327,38.966,51.082,38.78,45.086,34.228,194.84,147.916,70.061,53.188,1.0,0.999,0.9694,0.9664,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0081,27.0,0.461538,26.5385,0.539938,0.105788,51.25,0.402047,1.0,-999,-999,25090.12912,25070.74088,66177.0,144848647.0
27377,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,72.349,39.256,72.035,39.086,63.622,34.521,274.386,148.881,98.894,53.659,1.0,1.0,0.9811,0.9503,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0081,26.0,0.461538,25.5385,0.374317,0.0747874,51.5864,0.456786,1.0,-999,-999,35414.58259,35382.35141,93388.0,204479129.0
27378,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,67.729,38.956,67.445,38.793,59.682,34.328,257.309,148.0,93.023,53.506,1.0,0.9992,0.9791,0.9362,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0081,30.0,1.69231,28.3077,0.44985,0.0872297,51.3162,0.508551,1.0,-999,-999,33144.37979,33117.72921,87372.0,191410797.0
27379,6.449,Dummy,-1.165,44.83,-3.837,10.24,HMSDIS,0.44,4.4,0.67,2.0,36560.197,39.407,36397.29,39.232,32270.604,34.784,138422.467,149.202,50322.404,54.241,0.9998,0.9991,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-999,99.1858,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,47052.0,103286608.0
27381,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,122.218,67.679,122.012,67.564,108.625,60.152,269.621,149.304,162.698,90.095,0.9998,0.9993,0.9853,0.9593,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0383,245.0,36.9231,208.077,1.78511,0.13506,51.2634,0.378291,1.0,-999,-999,60107.56946,60055.11454,421577.0,825247035.0
27382,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,117.041,68.485,116.893,68.399,104.105,60.916,256.184,149.903,155.735,91.127,1.0,0.9994,0.9834,0.9624,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0385,239.0,31.4615,207.538,1.85217,0.138666,51.1963,0.341857,1.0,-999,-999,57452.83588,57408.92712,403578.0,790242284.0
27383,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,126.3,68.573,126.159,68.496,111.566,60.573,276.488,150.115,168.031,91.23,0.9999,0.9986,0.984,0.9591,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0386,236.0,36.3846,199.615,1.65642,0.128231,51.2978,0.466633,1.0,-999,-999,62073.67551,62027.27649,436373.0,852422815.0
27384,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,121.472,69.73,121.364,69.669,107.232,61.556,263.391,151.198,161.53,92.726,1.0,0.9989,0.983,0.9609,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0388,242.0,34.6923,207.308,1.78473,0.134662,51.244,0.406851,1.0,-999,-999,59667.11329,59619.26271,418565.0,819991021.0
27385,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,47.984,69.168,47.943,69.109,42.485,61.242,104.321,150.378,63.836,92.019,0.9998,0.9999,0.9863,0.9653,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0388,90.0,12.4615,77.5385,1.68374,0.207099,51.2006,0.393782,1.0,-999,-999,23483.25071,23463.68229,164881.0,324118892.0
27386,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,117.685,69.747,117.574,69.681,104.472,61.916,255.277,151.292,156.529,92.768,0.9998,0.9991,0.9853,0.9549,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0387,237.0,33.3077,203.692,1.82188,0.138438,51.2237,0.350857,1.0,-999,-999,57795.34129,57749.97571,405230.0,794838093.0
27387,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,103.862,69.583,103.655,69.444,91.526,61.319,225.375,150.992,138.008,92.46,0.9997,0.9987,0.9831,0.9516,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0388,208.0,28.9231,179.077,1.82342,0.147635,51.3568,0.353936,1.0,-999,-999,50934.9615,50897.5355,356999.0,699859874.0
27388,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,107.186,67.213,107.013,67.105,94.718,59.395,237.242,148.767,142.634,89.442,1.0,0.9984,0.9833,0.9524,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0383,182.0,28.3846,153.615,1.51329,0.133694,51.2988,0.341997,1.0,-999,-999,52583.44972,52547.72228,370574.0,723188735.0
27389,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,117.217,69.296,117.077,69.212,103.985,61.473,255.044,150.775,155.921,92.176,0.9998,0.9985,0.9844,0.9583,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0387,226.0,35.2308,190.769,1.70741,0.135354,51.2334,0.421508,1.0,-999,-999,57545.33368,57505.99432,403243.0,790825180.0
27390,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,119.462,69.603,119.347,69.536,106.204,61.879,259.155,150.995,158.923,92.595,0.9998,0.9986,0.9843,0.956,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0387,250.0,35.5385,214.462,1.88753,0.139919,51.2745,0.421275,1.0,-999,-999,58671.48813,58628.59487,412147.0,806148127.0
27391,6.449,LH2,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,113.649,67.864,113.545,67.802,101.065,60.35,250.191,149.398,151.351,90.377,0.9997,0.9987,0.9841,0.9585,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0384,224.0,31.2308,192.769,1.77887,0.138851,51.2175,0.365704,1.0,-999,-999,55812.88415,55768.16185,393606.0,767597792.0
27392,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,77.314,40.086,76.957,39.9,68.417,35.473,291.02,150.888,106.635,55.288,0.9981,1.0,0.982,0.9513,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,27.0,1.53846,25.4615,0.3496,0.071502,51.3034,0.398383,1.0,-999,-999,37838.9578,37809.8232,99795.0,218232298.0
27393,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,71.905,40.492,71.514,40.271,63.583,35.805,269.807,151.935,99.069,55.788,1.0,0.996,0.9807,0.9556,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,32.0,1.23077,30.7692,0.451635,0.0831548,51.1993,0.301122,1.0,-999,-999,35160.12603,35132.18597,92298.0,202790142.0
27394,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,52.371,40.36,52.116,40.164,46.308,35.687,196.615,151.523,72.141,55.596,1.0,0.9989,0.976,0.9522,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,25.0,0.461538,24.5385,0.496465,0.101232,51.2265,0.285793,1.0,-999,-999,25603.00536,25582.96964,67248.0,147769112.0
27395,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,87.166,39.833,86.781,39.658,77.025,35.199,328.936,150.319,119.985,54.831,1.0,0.9981,0.9778,0.9446,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,55.0,2.15385,52.8462,0.64681,0.0909071,51.2609,0.33951,1.0,-999,-999,42680.09838,42642.74262,112422.0,246380808.0
27396,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,72.108,39.974,71.795,39.8,63.675,35.299,271.902,150.732,99.184,54.984,1.0,0.9985,0.9768,0.9455,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,41.0,1.15385,39.8462,0.588864,0.0947306,51.2358,0.327461,1.0,-999,-999,35293.76881,35265.57719,92516.0,203748561.0
27397,6.449,Dummy,-1.165,44.83,-3.837,10.24,PI-SIDIS,0.44,4.4,0.67,2.0,76.418,40.198,76.028,39.993,67.391,35.45,287.8,151.391,104.966,55.215,1.0,0.9985,0.9798,0.9494,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0082,29.0,0.769231,28.2308,0.39234,0.0749172,51.3125,0.300035,1.0,-999,-999,37384.30389,37355.69111,98597.0,215690459.0
27399,6.449,LD2,-1.165,44.83,-2.987,10.24,PI-SIDIS,0.44,4.4,0.52,2.0,49.727,27.973,49.506,27.849,43.702,24.584,266.526,149.931,68.041,38.276,0.9999,0.9988,0.9851,0.9787,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0443,256.0,79.6923,176.308,3.65282,0.33544,51.261,0.381516,1.0,-999,-999,24336.00817,24314.42483,324496.0,512093677.0
27400,6.449,LD2,-1.165,44.83,-2.987,10.24,PI-SIDIS,0.44,4.4,0.52,2.0,48.543,28.33,48.332,28.207,42.608,24.866,260.123,151.809,66.156,38.609,1.0,0.9988,0.9845,0.9783,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0445,297.0,82.0,215.0,4.56337,0.369648,51.3265,0.463602,1.0,-999,-999,23759.06288,23740.03612,316218.0,499564391.0
27401,6.449,LD2,-1.165,44.83,-2.987,10.24,PI-SIDIS,0.44,4.4,0.52,2.0,45.801,27.341,45.601,27.222,40.186,23.989,245.074,146.299,62.406,37.254,1.0,0.999,0.9835,0.9777,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0441,263.0,73.9231,189.077,4.25646,0.369005,51.2761,0.355592,1.0,-999,-999,22411.03503,22396.36897,298386.0,471304782.0
27402,6.449,LD2,-1.165,44.83,-2.987,10.24,PI-SIDIS,0.44,4.4,0.52,2.0,60.418,27.964,60.09,27.813,53.051,24.555,323.385,149.68,82.578,38.221,1.0,0.9994,0.9847,0.9755,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0442,323.0,104.538,218.462,3.74033,0.311513,51.2879,0.467387,1.0,-999,-999,29546.50359,29523.44141,392346.0,620950045.0
27403,6.449,LD2,-1.165,44.83,-2.978,10.24,PI-SIDIS,0.44,4.4,0.52,2.0,3.003,28.207,2.988,28.07,2.642,24.82,16.123,151.468,4.115,38.659,0.9984,0.9989,0.9797,0.9811,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0445,18.0,6.0,12.0,4.12903,1.47843,51.19,0.294066,1.0,-999,-999,1417.66301,1416.46899,19574.0,30805468.0
27406,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,50.93,28.618,50.709,28.494,44.604,25.064,271.119,152.346,69.22,38.896,0.9997,0.9984,0.9842,0.9741,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0449,309.0,86.4615,222.538,4.52208,0.361025,51.2788,0.316481,1.0,-999,-999,24939.19449,24907.63551,323945.0,520338138.0
27407,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,47.993,28.318,47.743,28.171,42.149,24.87,254.652,150.257,65.58,38.695,0.9997,0.9978,0.984,0.9743,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0448,296.0,83.0769,212.923,4.59471,0.375249,51.2649,0.352152,1.0,-999,-999,23473.67179,23443.42721,305060.0,489749212.0
27408,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,48.249,28.107,48.021,27.974,42.617,24.826,257.242,149.854,66.395,38.678,1.0,0.9979,0.9839,0.9759,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0445,284.0,86.4615,197.538,4.22986,0.365056,51.2285,0.424111,1.0,-999,-999,23606.00399,23575.82701,307337.0,492998283.0
27409,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,47.526,28.437,47.31,28.308,41.877,25.057,251.578,150.532,65.1,38.952,0.9997,0.9978,0.9833,0.9744,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,0.0449,265.0,77.6923,187.308,4.07855,0.358439,51.3104,0.382481,1.0,-999,-999,23262.92155,23233.91745,302699.0,485440237.0
27410,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,28.668,28.434,28.553,28.32,25.162,24.957,152.458,151.212,39.031,38.712,1.0,0.9983,0.9835,0.9721,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,0.0448,172.0,48.1538,123.846,4.47781,0.479263,51.3152,0.323717,1.0,-999,-999,14015.141,13996.659,182285.0,292879251.0
27411,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,48.19,28.416,48.007,28.308,42.412,25.009,256.375,151.176,66.001,38.919,0.9997,0.9975,0.9833,0.9739,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0448,251.0,83.5385,167.462,3.59529,0.344465,51.2322,0.414207,1.0,-999,-999,23605.0669,23577.1441,306633.0,492693532.0
27412,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,47.265,28.155,47.055,28.03,41.755,24.873,251.606,149.876,65.077,38.765,0.9998,0.9979,0.9845,0.9753,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0446,264.0,78.7692,185.231,4.0509,0.359391,51.2417,0.410435,1.0,-999,-999,23131.55558,23105.72842,300626.0,482872674.0
27413,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,50.251,28.272,49.994,28.127,44.416,24.989,267.742,150.635,69.139,38.898,0.9998,0.9977,0.985,0.9718,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0446,275.0,81.6923,193.308,3.99333,0.346464,51.2017,0.426777,1.0,-999,-999,24584.03681,24553.21219,320001.0,513132494.0
27414,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,43.679,27.273,43.481,27.15,38.409,23.983,232.798,145.36,59.621,37.228,0.9997,0.9976,0.9813,0.9731,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,0.0443,218.0,74.6154,143.385,3.40168,0.354864,51.2912,0.354032,1.0,-999,-999,21374.43051,21346.23649,278347.0,446011592.0
27415,6.449,LD2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,24950.468,28.564,24835.497,28.432,21931.97,25.108,133073.467,152.346,34064.357,38.998,0.9998,0.9976,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-999,95.5245,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,159612.0,254699455.0
27417,6.449,LD2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,23250.237,28.01,23157.957,27.899,20541.568,24.747,124410.013,149.879,31998.143,38.549,0.9997,0.9978,-999,-999,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-999,95.5567,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,148479.0,238077291.0
27418,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,98.267,55.806,97.972,55.638,87.429,49.651,265.781,150.937,136.17,77.331,0.9998,0.9978,0.981,0.9706,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.041,250.0,73.5385,176.462,1.86372,0.168873,51.2107,0.39904,1.0,-999,-999,48288.67119,48229.09281,341108.0,499062377.0
27419,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,66.959,55.379,66.696,55.161,59.533,49.237,181.17,149.837,92.721,76.685,0.9997,0.9976,0.9783,0.9685,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0409,168.0,52.0,116.0,1.80436,0.203999,51.193,0.396408,1.0,-999,-999,32758.59457,32714.99343,232385.0,339662472.0
27420,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,76.168,55.925,75.931,55.75,67.783,49.768,202.998,149.045,105.556,77.501,1.0,0.998,0.9804,0.9686,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0417,181.0,61.8462,119.154,1.62732,0.186139,51.1845,0.373377,1.0,-999,-999,37314.92953,37268.19847,263736.0,386784718.0
27421,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,98.08,59.272,97.855,59.136,87.338,52.781,246.422,148.919,135.989,82.181,1.0,0.9977,0.978,0.9662,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0443,243.0,79.3846,163.615,1.73813,0.167668,51.215,0.364066,1.0,-999,-999,48235.2163,48164.5257,340074.0,497672864.0
27423,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,99.112,59.823,98.906,59.699,88.275,53.282,248.202,149.812,137.465,82.972,0.9998,0.9978,0.979,0.967,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0444,278.0,88.3846,189.615,1.99168,0.177261,51.1445,0.426294,1.0,-999,-999,48616.99449,48557.01851,342817.0,502990920.0
27424,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,105.556,59.287,105.27,59.127,93.932,52.759,265.399,149.066,146.307,82.176,0.9998,0.9976,0.981,0.9659,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0443,282.0,90.6923,191.308,1.89034,0.167972,51.1935,0.403233,1.0,-999,-999,51822.95479,51753.85821,365178.0,535399058.0
27425,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,82.638,58.113,82.359,57.917,73.498,51.685,208.989,146.965,114.456,80.488,0.9999,0.9973,0.9771,0.9681,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0441,235.0,68.3077,166.692,2.10035,0.195305,51.1999,0.347691,1.0,-999,-999,40593.93584,40539.16116,286504.0,418848332.0
27426,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,99.856,58.974,99.562,58.8,88.837,52.466,251.407,148.478,138.335,81.699,0.9999,0.9981,0.9814,0.9685,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,0.0443,284.0,88.0769,195.923,2.04106,0.177644,51.1982,0.379968,1.0,-999,-999,48939.88767,48878.91233,346067.0,506428279.0
27427,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,91.284,59.588,91.073,59.45,81.252,53.04,229.163,149.592,126.516,82.586,0.9998,0.9981,0.9785,0.9693,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,0.0443,232.0,72.2308,159.769,1.81824,0.175405,51.1831,0.431587,1.0,-999,-999,44783.50116,44727.73284,315841.0,463265736.0
27428,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,105.971,60.917,105.744,60.787,94.301,54.208,262.824,151.083,146.878,84.433,0.9996,0.9983,0.978,0.9674,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,0.0447,292.0,86.1538,205.846,2.02177,0.169728,51.2128,0.378654,1.0,-999,-999,51999.94989,51930.83911,365353.0,537813781.0
27429,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,108.093,60.899,107.816,60.743,96.126,54.157,268.523,151.284,149.748,84.367,0.9996,0.9983,0.9711,0.96,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.99951,0.0446,313.0,94.3077,218.692,2.2522,0.184298,51.2373,0.384335,1.0,-999,-999,53140.66418,53076.99982,373457.0,548207338.0
27430,6.449,LH2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,54662.682,57.734,54463.666,57.523,48583.694,51.313,139385.589,147.216,75663.848,79.915,0.9999,0.9984,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-999,95.6213,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,188480.0,276944293.0
27431,6.449,LH2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,53842.223,60.447,53675.204,60.26,47891.586,53.767,133675.696,150.074,74574.878,83.723,0.9998,0.9983,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-999,95.5463,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,185843.0,272934025.0
27432,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,72.655,40.252,72.33,40.072,64.321,35.635,273.129,151.319,100.182,55.503,1.0,0.9987,0.9709,0.9633,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0103,42.0,3.0,39.0,0.561548,0.0935701,51.321,0.418534,1.0,-999,-999,35570.54406,35525.53094,92323.0,151082730.0
27433,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,68.607,39.832,68.32,39.666,60.77,35.283,258.349,149.995,94.651,54.954,1.0,0.998,0.9761,0.96,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0102,25.0,3.15385,21.8462,0.334179,0.0768549,51.3874,0.232457,1.0,-999,-999,33668.15462,33630.16738,86985.0,142804426.0
27435,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,45.99,39.772,45.755,39.569,40.755,35.245,173.182,149.77,63.47,54.889,1.0,0.9957,0.9651,0.9562,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0102,31.0,2.30769,28.6923,0.658301,0.128109,51.3533,0.356949,1.0,-999,-999,22469.22239,22441.31061,58482.0,95845834.0
27436,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,58.692,40.136,58.449,39.97,51.853,35.459,220.483,150.776,80.767,55.232,1.0,1.0,0.9812,0.9671,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0103,34.0,3.61538,30.3846,0.539591,0.103973,51.2002,0.549036,1.0,-999,-999,28739.60333,28683.64267,74172.0,122403552.0
27437,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,95.138,40.396,94.65,40.189,84.204,35.754,355.984,151.154,131.135,55.681,1.0,0.9995,0.973,0.9529,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0103,65.0,5.61538,59.3846,0.660642,0.0899886,51.1734,0.361007,1.0,-999,-999,46572.61867,46501.97333,120681.0,198057826.0
27438,6.449,Dummy,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,36055.239,39.895,35884.657,39.706,31826.576,35.216,135653.592,150.1,49477.341,54.746,0.9999,0.9988,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-999,98.9771,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,45815.0,75035759.0
27439,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,48.876,28.205,48.665,28.084,42.85,24.728,260.787,150.495,66.478,38.363,0.9997,0.9986,0.9832,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0446,257.0,86.9231,170.077,3.59908,0.343629,51.2877,0.341662,1.0,-999,-999,23930.49077,23898.55123,311448.0,499825793.0
27440,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,40.829,28.119,40.669,28.009,35.955,24.762,218.183,150.261,55.969,38.545,1.0,0.9982,0.9823,0.9742,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,0.0445,259.0,67.9231,191.077,4.83989,0.411731,51.201,0.376577,1.0,-999,-999,20044.45937,20020.39563,260270.0,417909241.0
27442,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,34.018,21.165,33.843,21.056,29.888,18.595,191.935,119.413,44.995,27.994,0.9997,0.9987,0.9844,0.9753,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,0.0444,1961.0,638.0,1323.0,40.2447,1.36382,51.2176,0.363695,1.0,-999,-999,16637.47909,16616.85391,2075848.0,465849632.0
27443,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,31.998,21.182,31.845,21.081,28.128,18.62,180.61,119.559,42.4,28.068,0.9998,0.9988,0.9845,0.9748,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.00049,0.0444,1829.0,593.462,1235.54,39.9587,1.40028,51.2213,0.364815,1.0,-999,-999,15663.25539,15643.01461,1952605.0,437859469.0
27444,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.532,21.115,36.374,21.023,32.136,18.574,206.342,119.26,48.451,28.003,0.9999,0.9987,0.985,0.9748,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,0.0443,2195.0,670.154,1524.85,43.1701,1.34188,51.2167,0.361872,1.0,-999,-999,17884.39767,17863.36833,2229417.0,500113587.0
