!-------------------------------------------------------------------------------------------------------------------------------------------------------------
!**********************HMS NMR not locking from this point on!! Setting by current. Buyer beware!***************************************************************
!**********************BELOW:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:BELOW**********************************************
!**********************ABOVE:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:ABOVE**********************************************
!****** Changed SHMS polarity for pi+**********************
!*****Starting z=0.5 (pi+ setting)*******************
!**********Start positron background measurements****************************
!** Done with positrons. Starting z=0.5, theta_pq=5.2 degrees, pi+ production
!***** switch to pi-
!24186	  07/25	     08:20	  8.565	10     LD2	-1.531	29.05	+6.538	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	Starting pi+ running (z=0.9)
24266	  07/27	     03:11	  8.565	24     LD2	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24267	  07/27	     03:41	  8.565	12     LD2	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24268	  07/27	     04:20	  8.565	40     Dummy	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24269	  07/27	     04:50	  8.565	40     Dummy	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24270	  07/27	     05:26	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24271	  07/27	     05:55	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
!24272	  07/27	     06:24	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	JUNK
24273	  07/27	     06:42	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24274	  07/27	     07:13	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24275	  07/27	     07:44	  8.565	50     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24276	  07/27	     08:17	  8.565	25     Carbon	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24277	  07/27	     08:59	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24278	  07/27	     09:35	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24279	  07/27	     10:06	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24280	  07/27	     10:38	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24281	  07/27	     11:11	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24282	  07/27	     11:48	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24283	  07/27	     12:25	  8.565	50     Copper	-1.531	29.05	+4.868	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS  	0
24310	  07/28	     08:04	  8.565	12     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24311	  07/28	     08:38	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24312	  07/28	     09:10	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24313	  07/28	     09:44	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24314	  07/28	     10:35	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24315	  07/28	     11:06	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24316	  07/28	     12:02	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24317	  07/28	     12:33	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24318	  07/28	     13:12	  8.565	7      LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24322	  07/28	     14:59	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24323	  07/28	     15:32	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,0,-1	PI+SIDIS	0
24324	  07/28	     16:06	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
